# pinax figure data — xlabel=t ylabel=x(t)
series,x,y
y1,8.38,0.05323568455880036
y1,8.39,0.05301426404721369
y1,8.4,0.052746198341901494
y1,8.41,0.05243205648958265
y1,8.42,0.052072445450566406
y1,8.43,0.05166800928255983
y1,8.44,0.05121942829644736
y1,8.45,0.05072741818500509
y1,8.46,0.05019272912553072
y1,8.47,0.049616144857387634
y1,8.48,0.04899848173547463
y1,8.49,0.048340587760651726
y1,8.5,0.047643341588163045
y1,8.51,0.04690765151511187
y1,8.52,0.04613445444805426
y1,8.53,0.045324714851788
y1,8.54,0.044479423680424714
y1,8.55,0.04359959729183927
y1,8.56,0.042686276346600174
y1,8.57,0.04174052469248787
y1,8.58,0.04076342823571931
y1,8.59,0.03975609379999386
y1,8.6,0.03871964797448436
y1,8.61,0.037655235951897514
y1,8.62,0.036564020357729286
y1,8.63,0.03544718007183979
y1,8.64,0.03430590904347383
y1,8.65,0.033141415100848934
y1,8.66,0.031954918756431666
y1,8.67,0.030747652009017253
y1,8.68,0.029520857143724957
y1,8.69,0.028275785531013977
y1,8.7,0.027013696425817815
y1,8.71,0.025735855767888127
y1,8.72,0.024443534984432323
y1,8.73,0.023138009796112618
y1,8.74,0.021820559027472843
y1,8.75,0.020492463422841566
y1,8.76,0.01915500446875005
y1,8.77,0.01780946322388925
y1,8.78,0.01645711915761738
y1,8.79,0.015099248998014911
y1,8.8,0.013737125590466578
y1,8.81,0.012372016767735063
y1,8.82,0.011005184232471132
y1,8.83,0.0096378824530942
y1,8.84,0.008271357573948413
y1,8.85,0.006906846340627824
y1,8.86,0.005545575041342113
y1,8.87,0.0041887584651725766
y1,8.88,0.002837598878046715
y1,8.89,0.0014932850172401143
y1,8.9,0.00015699110518952854
y1,8.91,-0.0011701241166207227
y1,8.92,-0.002486918332961709
y1,8.93,-0.003792266578636641
y1,8.94,-0.005085062140042677
y1,8.95,-0.006364217433853832
y1,8.96,-0.007628664862185555
y1,8.97,-0.008877357643625251
y1,8.98,-0.010109270619546695
y1,8.99,-0.011323401035143284
y1,9.0,-0.012518769294648336
y1,9.01,-0.013694419690235674
y1,9.02,-0.014849421104122318
y1,9.03,-0.015982867683421362
y1,9.04,-0.01709387948732108
y1,9.05,-0.018181603106195873
y1,9.06,-0.019245212252281662
y1,9.07,-0.0202839083215788
y1,9.08,-0.021296920926668524
y1,9.09,-0.022283508400165696
y1,9.1,-0.023242958268553198
y1,9.11,-0.024174587696173293
y1,9.12,-0.025077743899181354
y1,9.13,-0.025951804529295644
y1,9.14,-0.026796178027203955
y1,9.15,-0.027610303945518066
y1,9.16,-0.028393653241194857
y1,9.17,-0.02914572853737147
y1,9.18,-0.029866064354589158
y1,9.19,-0.03055422731140969
y1,9.2,-0.0312098162944557
y1,9.21,-0.031832462597933604
y1,9.22,-0.03242183003272364
y1,9.23,-0.03297761500515312
y1,9.24,-0.03349954656559015
y1,9.25,-0.03398738642702509
y1,9.26,-0.034440928953832294
y1,9.27,-0.0348600011209305
y1,9.28,-0.03524446244358527
y1,9.29,-0.035594204878121795
y1,9.3,-0.03590915269384151
y1,9.31,-0.03618926231646
y1,9.32,-0.036434522143407255
y1,9.33,-0.03664495233135338
y1,9.34,-0.03682060455634808
y1,9.35,-0.036961561746982216
y1,9.36,-0.03706793779100208
y1,9.37,-0.03713987721582865
y1,9.38,-0.03717755484345396
y1,9.39,-0.0371811754202073
y1,9.4,-0.03715097322190275
y1,9.41,-0.03708721163489888
y1,9.42,-0.036990182713619583
y1,9.43,-0.03686020671510214
y1,9.44,-0.03669763161115606
y1,9.45,-0.03650283257873243
y1,9.46,-0.036276211469118566
y1,9.47,-0.036018196256588905
y1,9.48,-0.035729240467155754
y1,9.49,-0.035409822588078656
y1,9.5,-0.03506044545880299
y1,9.51,-0.034681635644011284
y1,9.52,-0.034273942789481475
y1,9.53,-0.033837938961457856
y1,9.54,-0.03337421797025022
y1,9.55,-0.03288339467878604
y1,9.56,-0.03236610429684942
y1,9.57,-0.031823001661746946
y1,9.58,-0.03125476050615128
y1,9.59,-0.030662072713875294
y1,9.6,-0.03004564756433838
y1,9.61,-0.02940621096649079
y1,9.62,-0.028744504682965504
y1,9.63,-0.028061285545230956
y1,9.64,-0.02735732466052128
y1,9.65,-0.026633406611321776
y1,9.66,-0.0258903286481898
y1,9.67,-0.025128899876690494
y1,9.68,-0.02434994043922837
y1,9.69,-0.02355428069255369
y1,9.7,-0.022742760381720985
y1,9.71,-0.02191622781127565
y1,9.72,-0.02107553901444266
y1,9.73,-0.020221556921083527
y1,9.74,-0.01935515052518934
y1,9.75,-0.01847719405266856
y1,9.76,-0.017588566130184287
y1,9.77,-0.01669014895578875
y1,9.78,-0.015782827472096615
y1,9.79,-0.014867488542731525
y1,9.8,-0.013945020132771086
y1,9.81,-0.013016310493907645
y1,9.82,-0.012082247355031248
y1,9.83,-0.011143717118936008
y1,9.84,-0.010201604065833848
y1,9.85,-0.009256789564353782
y1,9.86,-0.008310151290691946
y1,9.87,-0.0073625624565649295
y1,9.88,-0.006414891046606191
y1,9.89,-0.005467999065833921
y1,9.9,-0.004522741797803502
y1,9.91,-0.0035799670740447377
y1,9.92,-0.00264051455536852
y1,9.93,-0.0017052150256145204
y1,9.94,-0.0007748896983944809
y1,9.95,0.00014965046262977087
y1,9.96,0.00106760540940993
y1,9.97,0.0019781866606076847
y1,9.98,0.002880617937637402
y1,9.99,0.003774135785178618
y1,10.0,0.0046579901757039235
y1,10.01,0.005531445097584045
y1,10.02,0.006393779126350573
y1,10.03,0.0072442859787141675
y1,10.04,0.00808227504895449
y1,10.05,0.00890707192731777
y1,10.06,0.009718018900076168
y1,10.07,0.010514475430923324
y1,10.08,0.011295818623395907
y1,10.09,0.012061443664036322
y1,10.1,0.012810764246026566
y1,10.11,0.01354321297304412
y1,10.12,0.014258241743111213
y1,10.13,0.0149553221122285
y1,10.14,0.015633945637602866
y1,10.15,0.016293624200299964
y1,10.16,0.016933890307171875
y1,10.17,0.017554297371930087
y1,10.18,0.018154419975253314
y1,10.19,0.018733854103840104
y1,10.2,0.019292217368336407
y1,10.21,0.01982914920008692
y1,10.22,0.020344311026678177
y1,10.23,0.020837386426263853
y1,10.24,0.021308081260678145
y1,10.25,0.021756123787364835
y1,10.26,0.022181264750168118
y1,10.27,0.02258327744905024
y1,10.28,0.022961957788819418
y1,10.29,0.02331712430696994
y1,10.3,0.0236486181807551
y1,10.31,0.023956303213631416
y1,10.32,0.02424006580123059
y1,10.33,0.024499814877031977
y1,10.34,0.024735481837927776
y1,10.35,0.02494702044988818
y1,10.36,0.025134406733951023
y1,10.37,0.025297638832777032
y1,10.38,0.02543673685802754
y1,10.39,0.02555174271883713
y1,10.4,0.025642719931668778
y1,10.41,0.025709753411854566
y1,10.42,0.025752949247139084
y1,10.43,0.025772434453556686
y1,10.44,0.02576835671398799
y1,10.45,0.02574088409975413
y1,10.46,0.025690204775619903
y1,10.47,0.025616526688589956
y1,10.48,0.02552007724089365
y1,10.49,0.025401102947566517
y1,10.5,0.025259869079046753
y1,10.51,0.025096659289216144
y1,10.52,0.024911775229325285
y1,10.53,0.02470553614825225
y1,10.54,0.02447827847955354
y1,10.55,0.024230355415774864
y1,10.56,0.023962136470497483
y1,10.57,0.02367400702860349
y1,10.58,0.023366367885251815
y1,10.59,0.023039634774061856
y1,10.6,0.02269423788500937
y1,10.61,0.022330621372544674
y1,10.62,0.021949242854448308
y1,10.63,0.021550572901944287
y1,10.64,0.02113509452159549
y1,10.65,0.02070330262950948
y1,10.66,0.02025570351838639
y1,10.67,0.019792814317942903
y1,10.68,0.019315162449249565
y1,10.69,0.018823285073519613
y1,10.7,0.018317728535888887
y1,10.71,0.017799047804727176
y1,10.72,0.017267805907023648
y1,10.73,0.016724573360383563
y1,10.74,0.01616992760217926
y1,10.75,0.015604452416393506
y1,10.76,0.015028737358690947
y1,10.77,0.014443377180254095
y1,10.78,0.013848971250915682
y1,10.79,0.013246122982116082
y1,10.8,0.012635439250213156
y1,10.81,0.0120175298206649
y1,10.82,0.011393006773601068
y1,10.83,0.010762483931300346
y1,10.84,0.010126576288075706
y1,10.85,0.009485899443071344
y1,10.86,0.008841069036467662
y1,10.87,0.008192700189580343
y1,10.88,0.007541406949337355
y1,10.89,0.006887801737607562
y1,10.9,0.006232494805847707
y1,10.91,0.005576093695526446
y1,10.92,0.004919202704775739
y1,10.93,0.004262422361710077
y1,10.94,0.0036063489048480234
y1,10.95,0.0029515737710559906
y1,10.96,0.002298683091428391
y1,10.97,0.0016482571955093825
y1,10.98,0.0010008701242436228
y1,10.99,0.0003570891520422932
y1,11.0,-0.0002825256816656618
y1,11.01,-0.0009174220310394057
y1,11.02,-0.001547055692238856
y1,11.03,-0.002170891041308363
y1,11.04,-0.002788401461207573
y1,11.05,-0.0033990697576749226
y1,11.06,-0.00400238856362562
y1,11.07,-0.0045978607317972795
y1,11.08,-0.005184999715364124
y1,11.09,-0.005763329936262474
y1,11.1,-0.006332387140976229
y1,11.11,-0.006891718743545354
y1,11.12,-0.007440884155577293
y1,11.13,-0.007979455103049971
y1,11.14,-0.00850701592971136
y1,11.15,-0.009023163886893108
y1,11.16,-0.00952750940956969
y1,11.17,-0.01001967637850787
y1,11.18,-0.010499302368365956
y1,11.19,-0.010966038881613559
y1,11.2,-0.011419551568160368
y1,11.21,-0.01185952043059305
y1,11.22,-0.01228564001493241
y1,11.23,-0.012697619586842103
y1,11.24,-0.013095183293227005
y1,11.25,-0.013478070309176927
y1,11.26,-0.01384603497022576
y1,11.27,-0.014198846889906715
y1,11.28,-0.014536291062599894
y1,11.29,-0.01485816795168183
y1,11.3,-0.015164293562998043
y1,11.31,-0.015454499503695476
y1,11.32,-0.015728633026463754
y1,11.33,-0.01598655705924464
y1,11.34,-0.01622815022048661
y1,11.35,-0.016453306820030333
y1,11.36,-0.016661936845723892
y1,11.37,-0.01685396593588089
y1,11.38,-0.017029335337704066
y1,11.39,-0.0171880018518107
y1,11.4,-0.01732993776300683
y1,11.41,-0.017455130757469458
y1,11.42,-0.017563583826506534
y1,11.43,-0.01765531515707628
y1,11.44,-0.01773035800925689
y1,11.45,-0.017788760580870026
y1,11.46,-0.017830585859470234
y1,11.47,-0.017855911461922676
y1,11.48,-0.01786482946180235
y1,11.49,-0.017857446204855982
y1,11.5,-0.017833882112777828
y1,11.51,-0.017794271475559367
y1,11.52,-0.01773876223268119
y1,11.53,-0.017667515743423953
y1,11.54,-0.017580706546582846
y1,11.55,-0.017478522109878197
y1,11.56,-0.017361162569361828
y1,11.57,-0.017228840459125414
y1,11.58,-0.017081780431624886
y1,11.59,-0.016920218968940002
y1,11.6,-0.01674440408529489
y1,11.61,-0.016554595021171268
y1,11.62,-0.01635106192935052
y1,11.63,-0.016134085553226703
y1,11.64,-0.01590395689773669
y1,11.65,-0.015660976893257968
y1,11.66,-0.015405456052828831
y1,11.67,-0.015137714123049121
y1,11.68,-0.014858079729022549
y1,11.69,-0.014566890013705815
y1,11.7,-0.014264490272030202
y1,11.71,-0.013951233580165279
y1,11.72,-0.013627480420296451
y1,11.73,-0.013293598301286558
y1,11.74,-0.012949961375597117
y1,11.75,-0.012596950052842946
y1,11.76,-0.01223495061035415
y1,11.77,-0.011864354801121278
y1,11.78,-0.011485559459497937
y1,11.79,-0.011098966105034488
y1,11.8,-0.010704980544817147
y1,11.81,-0.010304012474683372
y1,11.82,-0.00989647507968318
y1,11.83,-0.00948278463415749
y1,11.84,-0.009063360101796774
y1,11.85,-0.008638622736045
y1,11.86,-0.008208995681210361
y1,11.87,-0.007774903574638857
y1,11.88,-0.00733677215030618
y1,11.89,-0.006895027844177895
y1,11.9,-0.006450097401684266
y1,11.91,-0.006002407487651946
y1,11.92,-0.005552384299029931
y1,11.93,-0.005100453180741772
y1,11.94,-0.004647038244992937
y1,11.95,-0.004192561994353334
y1,11.96,-0.003737444948932077
y1,11.97,-0.0032821052779564396
y1,11.98,-0.0028269584360556864
y1,11.99,-0.0023724168045506427
y1,12.0,-0.0019188893380395144
